"County, State",County Name,State,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Weston, Wyoming",Weston,Wyoming,18.01152738,5,19
"Washakie, Wyoming",Washakie,Wyoming,38.4319754,12,34
"Uinta, Wyoming",Uinta,Wyoming,21.46659797,5,20
"Teton, Wyoming",Teton,Wyoming,24.27505848,22,105
"Sweetwater, Wyoming",Sweetwater,Wyoming,50.50024953,85,242
"Summit, Wyoming",Summit,Wyoming,35.46338827,21,68
"Sublette, Wyoming",Sublette,Wyoming,39.76820816,14,36
"Sheridan, Wyoming",Sheridan,Wyoming,38.52080123,48,149
"Platte, Wyoming",Platte,Wyoming,28.54207101,10,23
"Park, Wyoming",Park,Wyoming,38.11099218,47,146
"Natrona, Wyoming",Natrona,Wyoming,42.15108964,134,357
"Lincoln, Wyoming",Lincoln,Wyoming,26.87071348,21,63
"Laramie, Wyoming",Laramie,Wyoming,49.33423696,198,722
"Johnson, Wyoming",Johnson,Wyoming,35.47776727,12,27
"Hot Springs, Wyoming",Hot Springs,Wyoming,37.97743056,7,18
"Goshen, Wyoming",Goshen,Wyoming,41.91616767,21,56
"Fremont, Wyoming",Fremont,Wyoming,35.53479872,56,182
"Crook, Wyoming",Crook,Wyoming,24.18463239,7,27
"Converse, Wyoming",Converse,Wyoming,18.20299985,10,47
"Carbon, Wyoming",Carbon,Wyoming,43.18087605,25,74
"Campbell, Wyoming",Campbell,Wyoming,27.66958262,52,197
"Big Horn, Wyoming",Big Horn,Wyoming,39.66854725,18,56
"Albany, Wyoming",Albany,Wyoming,50.12028869,75,242
"Wood, Wisconsin",Wood,Wisconsin,36.2715486,110,344
"Winnebago, Wisconsin",Winnebago,Wisconsin,33.45421456,200,696
"Waushara, Wisconsin",Waushara,Wisconsin,32.32270994,40,115
"Waupaca, Wisconsin",Waupaca,Wisconsin,30.30686835,67,187
"Waukesha, Wisconsin",Waukesha,Wisconsin,31.95139992,527,1828
"Washington, Wisconsin",Washington,Wisconsin,33.01786978,181,546
"Washburn, Wisconsin",Washburn,Wisconsin,42.4983549,31,70
"Walworth, Wisconsin",Walworth,Wisconsin,32.64316359,140,451
"Vilas, Wisconsin",Vilas,Wisconsin,30.97533589,32,116
"Vernon, Wisconsin",Vernon,Wisconsin,17.80626781,21,85
"Trempealeau, Wisconsin",Trempealeau,Wisconsin,23.62874516,30,99
"Taylor, Wisconsin",Taylor,Wisconsin,34.19279672,27,72
"St. Croix, Wisconsin",St. Croix,Wisconsin,34.69670994,119,402
"Sheboygan, Wisconsin",Sheboygan,Wisconsin,49.03167744,231,1151
"Shawano, Wisconsin",Shawano,Wisconsin,23.77144833,44,151
"Sawyer, Wisconsin",Sawyer,Wisconsin,25.4446111,19,58
"Sauk, Wisconsin",Sauk,Wisconsin,35.87360015,92,246
"Rusk, Wisconsin",Rusk,Wisconsin,24.80568877,12,38
"Rock, Wisconsin",Rock,Wisconsin,41.22424221,280,732
"Richland, Wisconsin",Richland,Wisconsin,38.01391894,26,58
"Racine, Wisconsin",Racine,Wisconsin,34.49611465,285,840
"Price, Wisconsin",Price,Wisconsin,36.0438293,20,52
"Portage, Wisconsin",Portage,Wisconsin,42.62985424,115,397
"Polk, Wisconsin",Polk,Wisconsin,34.23558361,64,187
"Pierce, Wisconsin",Pierce,Wisconsin,42.67411037,85,269
"Pepin, Wisconsin",Pepin,Wisconsin,52.70786665,16,33
"Ozaukee, Wisconsin",Ozaukee,Wisconsin,37.33321791,138,458
"Outagamie, Wisconsin",Outagamie,Wisconsin,28.74618473,191,731
"Oneida, Wisconsin",Oneida,Wisconsin,32.73127622,44,137
"Oconto, Wisconsin",Oconto,Wisconsin,28.40909091,43,113
"Monroe, Wisconsin",Monroe,Wisconsin,36.58243606,67,189
"Milwaukee, Wisconsin",Milwaukee,Wisconsin,36.594788,1366,4409
"Marquette, Wisconsin",Marquette,Wisconsin,18.55234616,13,48
"Marinette, Wisconsin",Marinette,Wisconsin,27.49223046,46,125
"Marathon, Wisconsin",Marathon,Wisconsin,33.41078561,176,647
"Manitowoc, Wisconsin",Manitowoc,Wisconsin,39.80646037,129,469
"Lincoln, Wisconsin",Lincoln,Wisconsin,42.00504061,54,133
"Langlade, Wisconsin",Langlade,Wisconsin,22.42625719,17,76
"Lafayette, Wisconsin",Lafayette,Wisconsin,23.29192547,15,49
"La Crosse, Wisconsin",La Crosse,Wisconsin,40.75449329,198,652
"Kewaunee, Wisconsin",Kewaunee,Wisconsin,24.74547511,21,61
"Kenosha, Wisconsin",Kenosha,Wisconsin,34.13591345,221,680
"Juneau, Wisconsin",Juneau,Wisconsin,27.87870067,31,86
"Jefferson, Wisconsin",Jefferson,Wisconsin,34.28907322,105,318
"Jackson, Wisconsin",Jackson,Wisconsin,32.4911624,25,64
"Iron, Wisconsin",Iron,Wisconsin,29.19099249,7,25
"Iowa, Wisconsin",Iowa,Wisconsin,28.64824364,26,86
"Green Lake, Wisconsin",Green Lake,Wisconsin,23.10730191,11,25
"Green, Wisconsin",Green,Wisconsin,30.05108685,36,102
"Grant, Wisconsin",Grant,Wisconsin,35.68095735,78,264
"Forest, Wisconsin",Forest,Wisconsin,19.93421708,8,34
"Fond du Lac, Wisconsin",Fond du Lac,Wisconsin,31.30995523,141,427
"Florence, Wisconsin",Florence,Wisconsin,37.3468778,5,17
"Eau Claire, Wisconsin",Eau Claire,Wisconsin,41.00362122,178,575
"Dunn, Wisconsin",Dunn,Wisconsin,51.10292466,91,234
"Douglas, Wisconsin",Douglas,Wisconsin,45.7303471,82,198
"Door, Wisconsin",Door,Wisconsin,24.61883256,29,96
"Dodge, Wisconsin",Dodge,Wisconsin,41.46879807,124,325
"Dane, Wisconsin",Dane,Wisconsin,33.89681755,757,2912
"Crawford, Wisconsin",Crawford,Wisconsin,16.06477317,10,47
"Columbia, Wisconsin",Columbia,Wisconsin,36.12716763,84,246
"Clark, Wisconsin",Clark,Wisconsin,20.96526995,29,85
"Chippewa, Wisconsin",Chippewa,Wisconsin,26.90527805,70,239
"Calumet, Wisconsin",Calumet,Wisconsin,29.98965874,116,455
"Burnett, Wisconsin",Burnett,Wisconsin,40.13098754,25,62
"Buffalo, Wisconsin",Buffalo,Wisconsin,24.38174852,14,43
"Brown, Wisconsin",Brown,Wisconsin,33.87597452,361,1272
"Bayfield, Wisconsin",Bayfield,Wisconsin,26.04166667,14,47
"Barron, Wisconsin",Barron,Wisconsin,23.93516354,43,154
"Ashland, Wisconsin",Ashland,Wisconsin,47.84150391,34,81
"Adams, Wisconsin",Adams,Wisconsin,30.72643767,38,112
"Wyoming, West Virginia",Wyoming,West Virginia,39.4040605,42,90
"Wood, West Virginia",Wood,West Virginia,40.8332347,138,399
"Wirt, West Virginia",Wirt,West Virginia,31.74603175,6,23
"Wetzel, West Virginia",Wetzel,West Virginia,41.8814433,26,69
"Wayne, West Virginia",Wayne,West Virginia,39.57430228,65,155
"Upshur, West Virginia",Upshur,West Virginia,39.75394401,38,94
"Tyler, West Virginia",Tyler,West Virginia,25.43604651,7,24
"Tucker, West Virginia",Tucker,West Virginia,27.24159402,7,14
"Taylor, West Virginia",Taylor,West Virginia,39.88975921,22,48
"Summers, West Virginia",Summers,West Virginia,39.29993712,15,37
"Roane, West Virginia",Roane,West Virginia,36.52160541,19,46
"Ritchie, West Virginia",Ritchie,West Virginia,44.51193967,17,33
"Randolph, West Virginia",Randolph,West Virginia,48.82292369,55,106
"Raleigh, West Virginia",Raleigh,West Virginia,44.78870271,136,316
"Putnam, West Virginia",Putnam,West Virginia,36.18082797,76,227
"Preston, West Virginia",Preston,West Virginia,27.10861028,37,115
"Pocahontas, West Virginia",Pocahontas,West Virginia,25.81977795,8,20
"Pleasants, West Virginia",Pleasants,West Virginia,20.61005771,6,19
"Pendleton, West Virginia",Pendleton,West Virginia,33.14001657,8,32
"Ohio, West Virginia",Ohio,West Virginia,37.85697528,71,215
"Nicholas, West Virginia",Nicholas,West Virginia,31.04996656,26,74
"Morgan, West Virginia",Morgan,West Virginia,59.215396,32,70
"Monroe, West Virginia",Monroe,West Virginia,51.84929139,24,45
"Monongalia, West Virginia",Monongalia,West Virginia,45.2855822,192,641
"Mingo, West Virginia",Mingo,West Virginia,35.65137153,34,76
"Mineral, West Virginia",Mineral,West Virginia,37.98292577,42,114
"Mercer, West Virginia",Mercer,West Virginia,41.20225635,97,267
"McDowell, West Virginia",McDowell,West Virginia,63.8886917,36,61
"Mason, West Virginia",Mason,West Virginia,27.80638517,27,80
"Marshall, West Virginia",Marshall,West Virginia,41.08541945,43,124
"Marion, West Virginia",Marion,West Virginia,43.48437198,99,318
"Logan, West Virginia",Logan,West Virginia,58.02944231,76,157
"Lincoln, West Virginia",Lincoln,West Virginia,51.12225522,42,85
"Lewis, West Virginia",Lewis,West Virginia,29.56580504,21,59
"Kanawha, West Virginia",Kanawha,West Virginia,44.53617206,328,876
"Jefferson, West Virginia",Jefferson,West Virginia,41.25550073,99,300
"Jackson, West Virginia",Jackson,West Virginia,47.80791841,54,128
"Harrison, West Virginia",Harrison,West Virginia,41.05949602,102,284
"Hardy, West Virginia",Hardy,West Virginia,39.08576534,21,63
"Hancock, West Virginia",Hancock,West Virginia,35.87676712,47,147
"Hampshire, West Virginia",Hampshire,West Virginia,35.50716061,36,98
"Greenbrier, West Virginia",Greenbrier,West Virginia,43.65459359,62,150
"Grant, West Virginia",Grant,West Virginia,32.29011426,13,38
"Gilmer, West Virginia",Gilmer,West Virginia,30.71253071,10,29
"Fayette, West Virginia",Fayette,West Virginia,29.88811694,53,148
"Doddridge, West Virginia",Doddridge,West Virginia,46.26514132,22,43
"Clay, West Virginia",Clay,West Virginia,31.57894737,9,19
"Calhoun, West Virginia",Calhoun,West Virginia,30.72870939,7,17
"Cabell, West Virginia",Cabell,West Virginia,45.23665915,171,487
"Brooke, West Virginia",Brooke,West Virginia,37.90545297,28,70
"Braxton, West Virginia",Braxton,West Virginia,38.79979307,21,57
"Boone, West Virginia",Boone,West Virginia,36.86047083,30,77
"Berkeley, West Virginia",Berkeley,West Virginia,36.08754556,179,543
"Barbour, West Virginia",Barbour,West Virginia,22.26463104,14,52
"Yakima, Washington",Yakima,Washington,35.99184472,334,982
"Whitman, Washington",Whitman,Washington,48.09013465,91,296
"Whatcom, Washington",Whatcom,Washington,40.28883309,362,1217
"Walla Walla, Washington",Walla Walla,Washington,38.96646474,97,273
"Wahkiakum, Washington",Wahkiakum,Washington,37.15630419,6,17
"Thurston, Washington",Thurston,Washington,46.79617023,548,1581
"Stevens, Washington",Stevens,Washington,21.07735389,28,108
"Spokane, Washington",Spokane,Washington,40.48738402,886,2653
"Snohomish, Washington",Snohomish,Washington,35.02011536,1156,3790
"Skamania, Washington",Skamania,Washington,40.50222762,16,40
"Skagit, Washington",Skagit,Washington,39.48392413,207,554
"San Juan, Washington",San Juan,Washington,26.69739209,19,58
"Pierce, Washington",Pierce,Washington,39.97923385,1457,4379
"Pend Oreille, Washington",Pend Oreille,Washington,39.17574238,20,47
"Pacific, Washington",Pacific,Washington,31.92716487,31,99
"Okanogan, Washington",Okanogan,Washington,33.01209285,57,155
"Mason, Washington",Mason,Washington,33.71152237,87,241
"Lincoln, Washington",Lincoln,Washington,44.76466576,21,50
"Lewis, Washington",Lewis,Washington,36.55231439,123,316
"Klickitat, Washington",Klickitat,Washington,31.92702395,28,76
"Kittitas, Washington",Kittitas,Washington,42.82558716,76,246
"Kitsap, Washington",Kitsap,Washington,40.10724368,441,1327
"King, Washington",King,Washington,33.82208041,3066,11126
"Jefferson, Washington",Jefferson,Washington,32.90710794,49,140
"Island, Washington",Island,Washington,40.16876662,139,430
"Grays Harbor, Washington",Grays Harbor,Washington,44.25354679,136,358
"Grant, Washington",Grant,Washington,32.43729661,124,367
"Franklin, Washington",Franklin,Washington,29.52581026,113,367
"Ferry, Washington",Ferry,Washington,26.03540816,13,34
"Douglas, Washington",Douglas,Washington,28.28310254,50,156
"Cowlitz, Washington",Cowlitz,Washington,36.99844125,169,498
"Clark, Washington",Clark,Washington,39.41925606,794,2318
"Clallam, Washington",Clallam,Washington,32.82589964,96,262
"Chelan, Washington",Chelan,Washington,29.69796537,94,292
"Benton, Washington",Benton,Washington,39.14979163,363,1056
"Asotin, Washington",Asotin,Washington,45.75484332,41,100
"Adams, Washington",Adams,Washington,18.31896552,17,51
"York, Virginia",York,Virginia,36.11116461,75,254
"Wythe, Virginia",Wythe,Virginia,27.31960523,32,97
"Wise, Virginia",Wise,Virginia,79.31844888,135,297
"Winchester, Virginia",Winchester,Virginia,48.62485498,57,164
"Westmoreland, Virginia",Westmoreland,Virginia,19.62213377,14,40
"Washington, Virginia",Washington,Virginia,52.63350603,115,261
"Warren, Virginia",Warren,Virginia,36.16525684,59,187
"Virginia Beach, Virginia",Virginia Beach,Virginia,44.16903254,809,2597
"Tazewell, Virginia",Tazewell,Virginia,45.32634972,72,166
"Sussex, Virginia",Sussex,Virginia,25.01250625,16,40
"Suffolk, Virginia",Suffolk,Virginia,42.03057923,159,505
"Stafford, Virginia",Stafford,Virginia,51.98268059,340,961
"Spotsylvania, Virginia",Spotsylvania,Virginia,48.28104729,262,768
"Southampton, Virginia",Southampton,Virginia,26.60989888,28,87
"Smyth, Virginia",Smyth,Virginia,54.49034499,64,158
"Shenandoah, Virginia",Shenandoah,Virginia,33.90697261,61,191
"Scott, Virginia",Scott,Virginia,73.858653,64,150
"Russell, Virginia",Russell,Virginia,36.36439199,35,96
"Rockingham, Virginia",Rockingham,Virginia,36.52243577,186,638
"Rockbridge, Virginia",Rockbridge,Virginia,40.54492378,60,164
"Roanoke, Virginia",Roanoke,Virginia,36.24899636,307,1003
"Richmond, Virginia",Richmond,Virginia,40.57844963,265,874
"Rappahannock, Virginia",Rappahannock,Virginia,46.14911291,18,43
"Pulaski, Virginia",Pulaski,Virginia,50.11890957,102,277
"Prince William, Virginia",Prince William,Virginia,37.43015266,728,2293
"Prince George, Virginia",Prince George,Virginia,30.9057868,100,278
"Prince Edward, Virginia",Prince Edward,Virginia,19.49697797,8,22
"Powhatan, Virginia",Powhatan,Virginia,44.26972659,50,138
"Portsmouth, Virginia",Portsmouth,Virginia,43.3849503,169,491
"Poquoson, Virginia",Poquoson,Virginia,34.05721612,17,72
"Pittsylvania, Virginia",Pittsylvania,Virginia,29.96793431,120,370
"Patrick, Virginia",Patrick,Virginia,21.80232558,15,41
"Page, Virginia",Page,Virginia,48.90703411,46,105
"Orange, Virginia",Orange,Virginia,27.98119664,35,116
"Nottoway, Virginia",Nottoway,Virginia,27.27603346,18,52
"Northumberland, Virginia",Northumberland,Virginia,19.25905175,11,35
"Northampton, Virginia",Northampton,Virginia,22.66732608,11,25
"Norfolk, Virginia",Norfolk,Virginia,39.56146903,375,1124
"Newport News, Virginia",Newport News,Virginia,40.83728404,307,877
"New Kent, Virginia",New Kent,Virginia,27.8278893,29,97
"Nelson, Virginia",Nelson,Virginia,18.49638609,13,56
"Montgomery, Virginia",Montgomery,Virginia,45.63015241,180,594
"Middlesex, Virginia",Middlesex,Virginia,31.53645614,15,35
"Mecklenburg, Virginia",Mecklenburg,Virginia,22.4654193,28,87
"Mathews, Virginia",Mathews,Virginia,52.25873882,18,48
"Manassas, Virginia",Manassas,Virginia,37.28335349,74,237
"Madison, Virginia",Madison,Virginia,21.05115431,12,44
"Lynchburg, Virginia",Lynchburg,Virginia,36.2125892,68,261
"Lunenburg, Virginia",Lunenburg,Virginia,30.45066992,15,36
"Louisa, Virginia",Louisa,Virginia,22.61894254,41,143
"Loudoun, Virginia",Loudoun,Virginia,32.32786901,542,1993
"Lee, Virginia",Lee,Virginia,50.76387546,42,112
"King William, Virginia",King William,Virginia,18.20218426,13,49
"King George, Virginia",King George,Virginia,40.76338707,44,121
"King and Queen, Virginia",King and Queen,Virginia,24.70007057,7,25
"James City, Virginia",James City,Virginia,31.63103684,135,466
"Isle of Wight, Virginia",Isle of Wight,Virginia,26.64690896,41,165
"Henry, Virginia",Henry,Virginia,33.75552196,92,268
"Henrico, Virginia",Henrico,Virginia,35.15657795,469,1540
"Hanover, Virginia",Hanover,Virginia,36.41260974,219,745
"Hampton, Virginia",Hampton,Virginia,44.25702175,246,817
"Halifax, Virginia",Halifax,Virginia,30.50857078,43,97
"Greensville, Virginia",Greensville,Virginia,24.91812616,14,46
"Greene, Virginia",Greene,Virginia,26.41236655,19,75
"Grayson, Virginia",Grayson,Virginia,41.63551084,49,122
"Goochland, Virginia",Goochland,Virginia,37.64509045,72,187
"Gloucester, Virginia",Gloucester,Virginia,46.26936704,70,196
"Giles, Virginia",Giles,Virginia,44.80286738,31,87
"Fredericksburg, Virginia",Fredericksburg,Virginia,54.92947764,62,198
"Frederick, Virginia",Frederick,Virginia,36.77731199,133,363
"Franklin, Virginia",Franklin,Virginia,32.41789081,67,163
"Fluvanna, Virginia",Fluvanna,Virginia,37.98480608,38,106
"Floyd, Virginia",Floyd,Virginia,23.91640297,13,43
"Fauquier, Virginia",Fauquier,Virginia,34.95672358,100,324
"Falls Church, Virginia",Falls Church,Virginia,24.99028156,18,100
"Fairfax, Virginia",Fairfax,Virginia,33.92202719,1588,5823
"Essex, Virginia",Essex,Virginia,19.78435058,8,32
"Dinwiddie, Virginia",Dinwiddie,Virginia,31.55846205,72,203
"Dickenson, Virginia",Dickenson,Virginia,32.42074928,18,58
"Cumberland, Virginia",Cumberland,Virginia,30.48208591,26,81
"Culpeper, Virginia",Culpeper,Virginia,48.07120485,97,285
"Clarke, Virginia",Clarke,Virginia,33.22058468,22,51
"Chesterfield, Virginia",Chesterfield,Virginia,37.93636481,589,1944
"Chesapeake, Virginia",Chesapeake,Virginia,40.35504428,403,1236
"Charlotte, Virginia",Charlotte,Virginia,19.21809796,7,19
"Charles City, Virginia",Charles City,Virginia,34.54629203,6,18
"Carroll, Virginia",Carroll,Virginia,36.14233083,31,84
"Caroline, Virginia",Caroline,Virginia,42.38133227,51,126
"Campbell, Virginia",Campbell,Virginia,33.04965711,96,288
"Buckingham, Virginia",Buckingham,Virginia,29.73175351,27,88
"Buchanan, Virginia",Buchanan,Virginia,34.13049619,29,79
"Brunswick, Virginia",Brunswick,Virginia,14.83875223,9,35
"Bristol, Virginia",Bristol,Virginia,95.85166562,61,145
"Botetourt, Virginia",Botetourt,Virginia,31.95321275,33,96
"Bland, Virginia",Bland,Virginia,20.89951513,5,19
"Bedford, Virginia",Bedford,Virginia,36.82888406,173,468
"Bath, Virginia",Bath,Virginia,28.17853923,5,15
"Augusta, Virginia",Augusta,Virginia,41.33720976,211,590
"Arlington, Virginia",Arlington,Virginia,31.08387572,294,1326
"Appomattox, Virginia",Appomattox,Virginia,29.71473851,18,64
"Amherst, Virginia",Amherst,Virginia,35.44813032,43,115
"Amelia, Virginia",Amelia,Virginia,22.87631539,12,36
"Alleghany, Virginia",Alleghany,Virginia,42.91950753,35,96
"Alexandria, Virginia",Alexandria,Virginia,25.20194071,155,680
"Albemarle, Virginia",Albemarle,Virginia,38.83242777,245,867
"Accomack, Virginia",Accomack,Virginia,30.71897384,41,114
"Windsor, Vermont",Windsor,Vermont,36.32540727,85,274
"Windham, Vermont",Windham,Vermont,20.39511399,37,160
"Washington, Vermont",Washington,Vermont,36.70459475,88,340
"Rutland, Vermont",Rutland,Vermont,27.87068005,69,246
"Orleans, Vermont",Orleans,Vermont,32.61696807,36,101
"Orange, Vermont",Orange,Vermont,29.80428519,36,113
"Lamoille, Vermont",Lamoille,Vermont,32.41340989,35,125
"Franklin, Vermont",Franklin,Vermont,29.50453833,55,185
"Essex, Vermont",Essex,Vermont,34.71686468,9,24
"Chittenden, Vermont",Chittenden,Vermont,32.81878172,224,841
"Caledonia, Vermont",Caledonia,Vermont,39.9225333,47,125
"Bennington, Vermont",Bennington,Vermont,34.67594985,51,162
"Addison, Vermont",Addison,Vermont,28.3988585,41,127
"Weber, Utah",Weber,Utah,54.63202155,593,1578
"Washington, Utah",Washington,Utah,40.34390453,296,872
"Wasatch, Utah",Wasatch,Utah,26.20949092,34,142
"Utah, Utah",Utah,Utah,50.7665178,1345,5496
"Uintah, Utah",Uintah,Utah,49.31415392,65,163
"Tooele, Utah",Tooele,Utah,56.67939704,168,437
"Summit, Utah",Summit,Utah,35.57136505,64,206
"Sevier, Utah",Sevier,Utah,47.28950404,41,86
"Sanpete, Utah",Sanpete,Utah,30.74610549,36,126
"San Juan, Utah",San Juan,Utah,15.4822728,8,37
"Salt Lake, Utah",Salt Lake,Utah,44.1768493,2092,6618
"Morgan, Utah",Morgan,Utah,26.27961511,13,47
"Millard, Utah",Millard,Utah,26.86727566,14,39
"Kane, Utah",Kane,Utah,35.59409785,11,28
"Juab, Utah",Juab,Utah,23.25581395,11,42
"Iron, Utah",Iron,Utah,55.66295005,129,385
"Grand, Utah",Grand,Utah,63.41463415,26,55
"Garfield, Utah",Garfield,Utah,39.73773098,8,18
"Emery, Utah",Emery,Utah,25.2576278,10,40
"Duchesne, Utah",Duchesne,Utah,40.64147627,37,100
"Davis, Utah",Davis,Utah,43.84839453,622,1978
"Carbon, Utah",Carbon,Utah,45.48136493,37,112
"Cache, Utah",Cache,Utah,51.88651174,279,902
"Box Elder, Utah",Box Elder,Utah,40.07653325,93,244
"Beaver, Utah",Beaver,Utah,28.16108139,8,20
"Zavala, Texas",Zavala,Texas,41.2371134,16,50
"Zapata, Texas",Zapata,Texas,15.69037657,9,31
"Young, Texas",Young,Texas,46.21873014,32,74
"Wood, Texas",Wood,Texas,41.08838568,81,201
"Wise, Texas",Wise,Texas,42.27044184,114,301
"Winkler, Texas",Winkler,Texas,29.67554735,9,24
"Wilson, Texas",Wilson,Texas,36.51157939,70,189
"Williamson, Texas",Williamson,Texas,38.06071094,834,2675
"Willacy, Texas",Willacy,Texas,27.92075362,23,75
"Wilbarger, Texas",Wilbarger,Texas,29.56247537,15,49
"Wichita, Texas",Wichita,Texas,33.72089886,150,440
"Wharton, Texas",Wharton,Texas,37.64880241,63,182
"Webb, Texas",Webb,Texas,30.02037296,323,1031
"Washington, Texas",Washington,Texas,29.52566673,43,114
"Ward, Texas",Ward,Texas,59.56583127,27,54
"Waller, Texas",Waller,Texas,28.66802428,58,188
"Walker, Texas",Walker,Texas,35.00860762,109,328
"Victoria, Texas",Victoria,Texas,37.65019153,138,372
"Van Zandt, Texas",Van Zandt,Texas,35.87841036,94,247
"Val Verde, Texas",Val Verde,Texas,28.85684904,55,167
"Uvalde, Texas",Uvalde,Texas,43.62276693,42,135
"Upton, Texas",Upton,Texas,61.08735492,8,20
"Upshur, Texas",Upshur,Texas,41.56993161,53,145
"Tyler, Texas",Tyler,Texas,32.57492232,26,70
"Trinity, Texas",Trinity,Texas,46.02356407,25,59
"Travis, Texas",Travis,Texas,36.51273889,1971,6856
"Tom Green, Texas",Tom Green,Texas,41.73797778,199,589
"Titus, Texas",Titus,Texas,29.60281481,35,107
"Terry, Texas",Terry,Texas,37.27416243,17,35
"Taylor, Texas",Taylor,Texas,41.19960512,207,625
"Tarrant, Texas",Tarrant,Texas,37.92855531,3045,9370
"Swisher, Texas",Swisher,Texas,57.58599509,15,29
"Stephens, Texas",Stephens,Texas,14.22879909,5,20
"Starr, Texas",Starr,Texas,28.73607258,75,189
"Somervell, Texas",Somervell,Texas,36.9528141,13,42
"Smith, Texas",Smith,Texas,36.74461117,320,948
"Shelby, Texas",Shelby,Texas,31.13325031,31,82
"Scurry, Texas",Scurry,Texas,44.56857618,30,91
"Schleicher, Texas",Schleicher,Texas,45.6516777,8,17
"San Saba, Texas",San Saba,Texas,30.00685871,7,20
"San Patricio, Texas",San Patricio,Texas,37.43474214,111,286
"San Jacinto, Texas",San Jacinto,Texas,30.74503075,43,116
"San Augustine, Texas",San Augustine,Texas,13.28232919,5,16
"Sabine, Texas",Sabine,Texas,26.75704602,9,22
"Rusk, Texas",Rusk,Texas,31.24581529,56,154
"Rockwall, Texas",Rockwall,Texas,40.8780963,188,585
"Robertson, Texas",Robertson,Texas,27.29608221,17,48
"Refugio, Texas",Refugio,Texas,30.21148036,8,20
"Reeves, Texas",Reeves,Texas,48.08719812,27,52
"Red River, Texas",Red River,Texas,18.65981091,9,26
"Randall, Texas",Randall,Texas,43.10375411,243,670
"Rains, Texas",Rains,Texas,47.05987809,21,44
"Presidio, Texas",Presidio,Texas,40.53177691,10,18
"Potter, Texas",Potter,Texas,42.4348844,203,476
"Polk, Texas",Polk,Texas,38.3130324,77,192
"Pecos, Texas",Pecos,Texas,14.8953601,8,30
"Parmer, Texas",Parmer,Texas,31.46303094,12,28
"Parker, Texas",Parker,Texas,40.91437018,279,759
"Panola, Texas",Panola,Texas,33.91495533,29,82
"Palo Pinto, Texas",Palo Pinto,Texas,38.04072169,42,115
"Orange, Texas",Orange,Texas,39.69909822,137,350
"Oldham, Texas",Oldham,Texas,84.06186954,5,8
